Codigo	nombre	Principal	TipoFarmacia	provincia	municipio
2449	FARMA VALUE RD SRL- LA ROMANA	20339	SUCURSAL	LA ROMANA	LA ROMANA
2454	FARMA VALUE RD SRL-VILLA MELLA	20339	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO NORTE
2484	FARMACIA VALUE RD SRL-ENSANCHE LA  FE	20339	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2516	FARMACIA VALUE RD SRL- SAN JUAN	20339	SUCURSAL	SAN JUAN DE LA MAGUANA	SAN JUAN DE LA MAGUANA
2517	FARMACIA VALUE RD SRL-EVARISTO MORALES	20339	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2606	FARMACIA  VALUE-NACO	20339	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2607	FARMACIA VALUE ENS OZAMA	20339	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
2608	FARMACIA VALUE MARIA AUXILIADORA	20339	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
20344	FARMACIA EL DETALLISTA SRL	20344	PRINCIPAL	SAN JUAN DE LA MAGUANA	SAN JUAN DE LA MAGUANA
20400	CENTRO COMERCIAL ARIAS SRL	20400	PRINCIPAL	BAHORUCO	TAMAYO
20414	FARMACIA CANDILEJA GB SRL	20414	PRINCIPAL	SANCHEZ RAMIREZ	COTUI
20436	SAHEC SRL	20436	PRINCIPAL	SAN CRISTOBAL	SAN CRISTOBAL
20437	ALMACENES IBERIA SRL	20437	PRINCIPAL	SAN PEDRO DE MACORIS	SAN PEDRO DE MACORIS
343	FARMACIA DUCO II	20437	SUCURSAL	LA ALTAGRACIA	SAL VALEON DE HIGUEY
344	FARMACIA DUCO III	20437	SUCURSAL	SAN PEDRO DE MACORIS	SAN PEDRO DE MACORIS
345	FARMACIA DUCO IV	20437	SUCURSAL	HATO MAYOR DEL REY	HATO MAYOR DEL REY
346	FARMACIA DUCO V	20437	SUCURSAL	LA ALTAGRACIA	VERON
20643	FARMACIA EL SIGLO SRL	20643	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO NORTE
20683	JOSE RAMON ROSADO CRUZ(FAMACIA MADRE TERESA DE LA ESPERANZA)	20683	PRINCIPAL	VALVERDE	ESPERANZA
20684	FARMACIA DIOGENES MORALES SRL	20684	PRINCIPAL	MONTE PLATA	SABANA GRANDE DE BOYA
20692	SUPER FARMACIA JOSE NEPO SRL	20692	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
460	FARMACIA JOSE NEPO II ARROYO HONDO	20692	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
522	FARMACIA JOSE NEPO LAS PRADERAS	20692	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2457	SUPER FARMACIA JOSE NEPO SRL	20692	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
20738	FARMA RALAM EXPRESS SRL	20738	PRINCIPAL	SAN JUAN DE LA MAGUANA	LAS MATAS DE FARFAN
20767	RAVILLA S A	20767	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
20768	FARMACIA ALEIKA SRL	20768	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
20781	FARMACIA CANCINO II SRL	20781	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
843	FARMACIA CANCINO II	20781	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
2003	FARMACIA CANCINO II, VILLA MELLA	20781	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO NORTE
20892	FARMACENTRO DEL ESTE S A	20892	PRINCIPAL	LA ROMANA	LA ROMANA
20970	MEDCITY SRL	20970	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
20971	GRUPO FARMACIA 2B SRL	20971	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2582	GRUPO FARMACIA 2B SRL- ENS. OZAMA	20971	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
20972	FARMACIA SAN RAFAEL DE COTUI SRL	20972	PRINCIPAL	SANCHEZ RAMIREZ	COTUI
826	FARMACIA SAN RAFAEL II-COTUI	20972	SUCURSAL	SANCHEZ RAMIREZ	COTUI
853	FARMACIA SAN RAFAEL IV-COTUI	20972	SUCURSAL	SANCHEZ RAMIREZ	VILLA LA MATA
2475	FARMACIA SAN RAFAEL OCHO-COTUI	20972	SUCURSAL	SANCHEZ RAMIREZ	COTUI
2476	FARMACIA SAN RAFAEL NUEVE-COTUI	20972	SUCURSAL	SANCHEZ RAMIREZ	COTUI
21319	FARMACIA LIZ, SRL	21319	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
21323	CRUZ MARIA TAVAREZ DE HERNANDEZ	21323	PRINCIPAL	MONSEÑOR NOUEL	MAIMON
21326	FARMACIA DON JULIAN SRL	21326	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
21359	FARMACIA LOURDES SRL	21359	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
21379	DANIEL SENCION ENCARNACION	21379	PRINCIPAL	AZUA	AZUA DE COMPOSTELA
21389	FARMACIA SAN MIGUEL S R L	21389	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
21430	FARMACIA J Y J, SRL	21430	PRINCIPAL	VALVERDE	MAO
21469	FARMACIA JARABACOA SRL	21469	PRINCIPAL	LA VEGA	JARABACOA
869	FARMACIA JARABACOA II	21469	SUCURSAL	LA VEGA	JARABACOA
870	FARMACIA JARABACOA III	21469	SUCURSAL	LA VEGA	JARABACOA
21528	FARMACIA MAXIMA 2000 C POR A	21528	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
21631	FARMACIA SAN ANTONIO 02, S R L	21631	PRINCIPAL	SAN CRISTOBAL	SAN CRISTOBAL
21660	FARMACIA M Y M S A	21660	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
21661	FARMACIA S.J. SRL	21661	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
21703	FARMACIA VILLA RIVA SRL	21703	PRINCIPAL	DUARTE	VILLA RIVA
21774	LILIANA ALTAGRACIA ULLOA BATISTA	21774	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
21820	FARMACIA GISELLE II SRL	21820	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
21903	FARMACIAS EL SOL & ASOCIADOS SRL	21903	PRINCIPAL	MONSEÑOR NOUEL	MAIMON
21946	FARMACIA TUREY SRL	21946	PRINCIPAL	MONSEÑOR NOUEL	MAIMON
2472	FARMACIA TUREY SRL-COTUI	21946	SUCURSAL	SANCHEZ RAMIREZ	COTUI
2490	FARMACIA TUREY SRL-PIEDRA BLANCA	21946	SUCURSAL	MONSEÑOR NOUEL	PIEDRA BLANCA
22130	LUZ ESTHER PEREZ MARMOLEJOS DE PIMENTEL	22130	PRINCIPAL	MONTECRISTI	CASTANUELAS
22271	R & R FARMACIA LA 27 SRL	22271	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO OESTE
22329	FARMACIA JIREH S R L	22329	PRINCIPAL	SAN CRISTOBAL	SAN CRISTOBAL
22339	FARMACIA RAYMOND, SRL	22339	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
22359	FARMACIAS ALFA SRL	22359	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
22393	FARMACIA LA MILAGROSA S.R.L	22393	PRINCIPAL	PERAVIA	BANI
22521	DISTRITO DE NEGOCIOS GAZCUE, SRL	22521	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
22646	GRUPO MELLA S A	22646	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
22659	GRUPO MEJIA ARCALA S A	22659	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
23214	FARMACIA Y PAPELERIA SAN MIGUEL S R L	23214	PRINCIPAL	MONSEÑOR NOUEL	BONAO
2402	FARMACIA Y PAPELERIA SAN MIGUEL -FANTINO	23214	SUCURSAL	SANCHEZ RAMIREZ	FANTINO
23596	FARMACIA ALFA 2000 S A	23596	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
24018	FARMACIA JEMIRBA, S.R.L	24018	PRINCIPAL	SAN PEDRO DE MACORIS	SAN PEDRO DE MACORIS
24660	CENTRO DE ACOPIO VETERINARIO Y FARMACIA DON LILO SRL	24660	PRINCIPAL	LA VEGA	JARABACOA
26338	FARMACIA Y SUPERMERCADO LEOZABETH S R L	26338	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO NORTE
26442	FARMACIA VILLA OLIMPICA SRL	26442	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
26622	ONCOMED FARMACEUTICA S R L	26622	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2597	ONCOMED FARMACEUTICA S R L- LOS PRADOS	26622	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
26127	LA BOTICA DE CHAN S R L	26127	PRINCIPAL	HERMANAS MIRABAL	SALCEDO
30444	FARMACIA 27 DE FEBRERO S R L	30444	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
30678	FARMACEUTICA SAN RAFAEL S R L	30678	PRINCIPAL	MARIA TRINIDAD SANCHEZ	NAGUA
260	FARMACEUTICA SAN RAFAEL LAS GORDAS NAGUA	30678	SUCURSAL	MARIA TRINIDAD SANCHEZ	NAGUA
31024	FARMACIA HISPANIOLA S R L	31024	PRINCIPAL	VALVERDE	MAO
34199	FARMACIA ROMAN S R L	34199	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
36159	FARMACIA LUIS EDUARDO S R L	36159	PRINCIPAL	LA VEGA	CONCEPCION DE LA VEGA
36359	FARMA EXPRESS DEL ESTE S R L	36359	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
36566	FARMA XTRA S R L	36566	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO NORTE
342	FARMA XTRA S R L- LOS FRAILES	36566	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
484	FARMA XTRA SA- LAS CAOBAS	36566	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
2482	FARMA XTRA - LOS RIOS	36566	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
36773	FARMACIA MIRADOR NORTE S R L	36773	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
37130	FARMACIA KEYLA S R L	37130	PRINCIPAL	SAN JUAN DE LA MAGUANA	SAN JUAN DE LA MAGUANA
37841	FARMA-AHORRO VISTAS DEL JARDIN S R L	37841	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
40003	MEDICINA FAMILIAR S R L	40003	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO OESTE
41151	FARMACIA SAN RAFAEL DE TENARES S R L	41151	PRINCIPAL	HERMANAS MIRABAL	TENARES
42199	FARMACIA CANELA S R L	42199	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
42337	FARMACIA DON TEO S R L	42337	PRINCIPAL	SABANA DE LA MAR	HATO MAYOR
42691	IMCB FARMACIA SRL	42691	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO NORTE
